video,frame_id,id,x1,y1,x2,y2,status
class_1,86,9,1254,582,1417,786,Focused
class_1,86,6,1338,496,1488,619,Focused
class_1,86,11,1482,608,1687,742,Distracted
class_1,86,7,1475,758,1719,932,Focused
class_1,86,5,1707,761,1909,896,Distracted
class_1,87,4,32,729,234,886,Distracted
class_1,87,8,134,571,305,728,Focused
class_1,87,18,231,530,394,625,Distracted
class_1,87,14,287,447,420,544,Focused
class_1,87,1,292,682,480,884,Focused
class_1,87,13,324,631,520,757,Focused
class_1,87,12,398,514,522,622,Focused
class_1,87,16,647,454,837,555,Distracted
class_1,87,15,680,540,821,635,Focused
class_1,87,17,752,644,919,746,Distracted
class_1,87,0,794,754,986,929,Focused
class_1,87,10,857,536,972,650,Focused
class_1,87,3,947,594,1104,729,Distracted
class_1,87,2,1004,754,1189,925,Focused
class_1,87,9,1254,582,1417,786,Focused
class_1,87,6,1338,496,1488,619,Focused
class_1,87,11,1482,608,1687,742,Distracted
class_1,87,7,1475,758,1719,932,Focused
class_1,87,5,1707,761,1909,896,Distracted
class_1,88,4,32,729,234,886,Distracted
class_1,88,8,134,571,305,728,Focused
class_1,88,18,231,530,394,625,Distracted
class_1,88,14,287,447,420,544,Focused
class_1,88,1,292,682,480,884,Focused
class_1,88,13,324,631,520,757,Focused
class_1,88,12,398,514,522,622,Focused
class_1,88,16,647,454,837,555,Distracted
class_1,88,15,680,540,821,635,Focused
class_1,88,17,752,644,919,746,Distracted
class_1,88,0,794,754,986,929,Focused
class_1,88,10,857,536,972,650,Focused
class_1,88,3,947,594,1104,729,Distracted
class_1,88,2,1004,754,1189,925,Focused
class_1,88,9,1254,582,1417,786,Focused
class_1,88,6,1338,496,1488,619,Focused
class_1,88,11,1482,608,1687,742,Distracted
class_1,88,7,1475,758,1719,932,Focused
class_1,88,5,1707,761,1909,896,Distracted
class_1,89,4,32,729,234,886,Distracted
class_1,89,8,134,571,305,728,Focused
class_1,89,18,231,530,394,625,Distracted
class_1,89,14,287,447,420,544,Focused
class_1,89,1,292,682,480,884,Focused
class_1,89,13,324,631,520,757,Focused
class_1,89,12,398,514,522,622,Focused
class_1,89,16,647,454,837,555,Distracted
class_1,89,15,680,540,821,635,Focused
class_1,89,17,752,644,919,746,Distracted
class_1,89,0,794,754,986,929,Focused
class_1,89,10,857,536,972,650,Focused
class_1,89,3,947,594,1104,729,Distracted
class_1,89,2,1004,754,1189,925,Focused
class_1,89,9,1254,582,1417,786,Focused
class_1,89,6,1338,496,1488,619,Focused
class_1,89,11,1482,608,1687,742,Distracted
class_1,89,7,1475,758,1719,932,Focused
class_1,89,5,1707,761,1909,896,Distracted
class_1,91,4,32,729,234,886,Focused
class_1,91,8,134,571,305,728,Focused
class_1,91,18,231,530,394,625,Focused
class_1,91,14,287,447,420,544,Focused
class_1,91,1,292,682,480,884,Focused
class_1,91,13,324,631,520,757,Focused
class_1,91,12,398,514,522,622,Focused
class_1,91,16,647,454,837,555,Focused
class_1,91,15,680,540,821,635,Focused
class_1,91,17,752,644,919,746,Distracted
class_1,91,0,794,754,986,929,Focused
class_1,91,10,857,536,972,650,Focused
class_1,91,3,947,594,1104,729,Distracted
class_1,91,2,1004,754,1189,925,Focused
class_1,91,9,1254,582,1417,786,Focused
class_1,91,6,1338,496,1488,619,Focused
class_1,91,11,1482,608,1687,742,Distracted
class_1,91,7,1475,758,1719,932,Focused
class_1,91,5,1707,761,1909,896,Distracted
class_1,92,4,32,729,234,886,Focused
class_1,92,8,134,571,305,728,Focused
class_1,92,18,231,530,394,625,Focused
class_1,92,14,287,447,420,544,Focused
class_1,92,1,292,682,480,884,Focused
class_1,92,13,324,631,520,757,Focused
class_1,92,12,398,514,522,622,Focused
class_1,92,16,647,454,837,555,Focused
class_1,92,15,680,540,821,635,Focused
class_1,92,17,752,644,919,746,Distracted
class_1,92,0,794,754,986,929,Focused
class_1,92,10,857,536,972,650,Focused
class_1,92,3,947,594,1104,729,Distracted
class_1,92,2,1004,754,1189,925,Focused
class_1,92,9,1254,582,1417,786,Focused
class_1,92,6,1338,496,1488,619,Focused
class_1,92,11,1482,608,1687,742,Distracted
class_1,92,7,1475,758,1719,932,Focused
class_1,92,5,1707,761,1909,896,Distracted
class_1,93,4,32,729,234,886,Focused
class_1,93,8,134,571,305,728,Focused
class_1,93,18,231,530,394,625,Focused
class_1,93,14,287,447,420,544,Focused
class_1,93,1,292,682,480,884,Focused
class_1,93,13,324,631,520,757,Focused
class_1,93,12,398,514,522,622,Focused
class_1,93,16,647,454,837,555,Focused
class_1,93,15,680,540,821,635,Focused
class_1,93,17,752,644,919,746,Distracted
class_1,93,0,794,754,986,929,Focused
class_1,93,10,857,536,972,650,Focused
class_1,93,3,947,594,1104,729,Distracted
class_1,93,2,1004,754,1189,925,Focused
class_1,93,9,1254,582,1417,786,Focused
class_1,93,6,1338,496,1488,619,Focused
class_1,93,11,1482,608,1687,742,Distracted
class_1,93,7,1475,758,1719,932,Focused
class_1,93,5,1707,761,1909,896,Distracted
class_1,94,4,32,729,234,886,Focused
class_1,94,8,134,571,305,728,Focused
class_1,94,18,231,530,394,625,Focused
class_1,94,14,287,447,420,544,Focused
class_1,94,1,292,682,480,884,Focused
class_1,94,13,324,631,520,757,Focused
class_1,94,12,398,514,522,622,Focused
class_1,94,16,647,454,837,555,Focused
class_1,94,15,680,540,821,635,Focused
class_1,94,17,752,644,919,746,Distracted
class_1,94,0,794,754,986,929,Focused
class_1,94,10,857,536,972,650,Focused
class_1,94,3,947,594,1104,729,Distracted
class_1,94,2,1004,754,1189,925,Focused
class_1,94,9,1254,582,1417,786,Focused
class_1,94,6,1338,496,1488,619,Focused
class_1,94,11,1482,608,1687,742,Distracted
class_1,94,7,1475,758,1719,932,Focused
class_1,94,5,1707,761,1909,896,Distracted
class_1,95,4,32,729,234,886,Focused
class_1,95,8,134,571,305,728,Focused
class_1,95,18,231,530,394,625,Focused
class_1,95,14,287,447,420,544,Focused
class_1,95,1,292,682,480,884,Focused
class_1,95,13,324,631,520,757,Focused
class_1,95,12,398,514,522,622,Focused
class_1,95,16,647,454,837,555,Focused
class_1,95,15,680,540,821,635,Focused
class_1,95,17,752,644,919,746,Distracted
class_1,95,0,794,754,986,929,Focused
class_1,95,10,857,536,972,650,Focused
class_1,95,3,947,594,1104,729,Distracted
class_1,95,2,1004,754,1189,925,Focused
class_1,95,9,1254,582,1417,786,Focused
class_1,95,6,1338,496,1488,619,Focused
class_1,95,11,1482,608,1687,742,Distracted
class_1,95,7,1475,758,1719,932,Focused
class_1,95,5,1707,761,1909,896,Distracted
class_1,96,4,32,729,234,886,Focused
class_1,96,8,134,571,305,728,Focused
class_1,96,18,231,530,394,625,Focused
class_1,96,14,287,447,420,544,Focused
class_1,96,1,292,682,480,884,Focused
class_1,96,13,324,631,520,757,Focused
class_1,96,12,398,514,522,622,Focused
class_1,96,16,647,454,837,555,Focused
class_1,96,15,680,540,821,635,Focused
class_1,96,17,752,644,919,746,Distracted
class_1,96,0,794,754,986,929,Focused
class_1,96,10,857,536,972,650,Focused
class_1,96,3,947,594,1104,729,Distracted
class_1,96,2,1004,754,1189,925,Focused
class_1,96,9,1254,582,1417,786,Focused
class_1,96,6,1338,496,1488,619,Focused
class_1,96,11,1482,608,1687,742,Distracted
class_1,96,7,1475,758,1719,932,Focused
class_1,96,5,1707,761,1909,896,Distracted
class_1,97,4,32,729,234,886,Focused
class_1,97,8,134,571,305,728,Focused
class_1,97,18,231,530,394,625,Focused
class_1,97,14,287,447,420,544,Focused
class_1,97,1,292,682,480,884,Focused
class_1,97,13,324,631,520,757,Focused
class_1,97,12,398,514,522,622,Focused
class_1,97,16,647,454,837,555,Focused
class_1,97,15,680,540,821,635,Focused
class_1,97,17,752,644,919,746,Distracted
class_1,97,0,794,754,986,929,Focused
class_1,97,10,857,536,972,650,Focused
class_1,97,3,947,594,1104,729,Distracted
class_1,97,2,1004,754,1189,925,Focused
class_1,97,9,1254,582,1417,786,Focused
class_1,97,6,1338,496,1488,619,Focused
class_1,97,11,1482,608,1687,742,Distracted
class_1,97,7,1475,758,1719,932,Focused
class_1,97,5,1707,761,1909,896,Distracted
class_1,98,4,32,729,234,886,Focused
class_1,98,8,134,571,305,728,Focused
class_1,98,18,231,530,394,625,Focused
class_1,98,14,287,447,420,544,Focused
class_1,98,1,292,682,480,884,Focused
class_1,98,13,324,631,520,757,Focused
class_1,98,12,398,514,522,622,Focused
class_1,98,16,647,454,837,555,Focused
class_1,98,15,680,540,821,635,Focused
class_1,98,17,752,644,919,746,Distracted
class_1,98,0,794,754,986,929,Focused
class_1,98,10,857,536,972,650,Focused
class_1,98,3,947,594,1104,729,Distracted
class_1,98,2,1004,754,1189,925,Focused
class_1,98,9,1254,582,1417,786,Focused
class_1,98,6,1338,496,1488,619,Focused
class_1,98,11,1482,608,1687,742,Distracted
class_1,98,7,1475,758,1719,932,Focused
class_1,98,5,1707,761,1909,896,Distracted
class_1,99,4,32,729,234,886,Focused
class_1,99,8,134,571,305,728,Focused
class_1,99,18,231,530,394,625,Focused
class_1,99,14,287,447,420,544,Focused
class_1,99,1,292,682,480,884,Focused
class_1,99,13,324,631,520,757,Focused
class_1,99,12,398,514,522,622,Focused
class_1,99,16,647,454,837,555,Focused
class_1,99,15,680,540,821,635,Focused
class_1,99,17,752,644,919,746,Distracted
class_1,99,0,794,754,986,929,Focused
class_1,99,10,857,536,972,650,Focused
class_1,99,3,947,594,1104,729,Distracted
class_1,99,2,1004,754,1189,925,Focused
class_1,99,9,1254,582,1417,786,Focused
class_1,99,6,1338,496,1488,619,Focused
class_1,99,11,1482,608,1687,742,Distracted
class_1,99,7,1475,758,1719,932,Focused
class_1,99,5,1707,761,1909,896,Distracted
class_1,100,4,32,729,234,886,Focused
class_1,100,8,134,571,305,728,Focused
class_1,100,18,231,530,394,625,Focused
class_1,100,14,287,447,420,544,Focused
class_1,100,1,292,682,480,884,Focused
class_1,100,13,324,631,520,757,Focused
class_1,100,12,398,514,522,622,Focused
class_1,100,16,647,454,837,555,Focused
class_1,100,15,680,540,821,635,Focused
class_1,100,17,752,644,919,746,Distracted
class_1,100,0,794,754,986,929,Focused
class_1,100,10,857,536,972,650,Focused
class_1,100,3,947,594,1104,729,Distracted
class_1,100,2,1004,754,1189,925,Focused
class_1,100,9,1254,582,1417,786,Focused
class_1,100,6,1338,496,1488,619,Focused
class_1,100,11,1482,608,1687,742,Distracted
class_1,100,7,1475,758,1719,932,Focused
class_1,100,5,1707,761,1909,896,Distracted
class_1,101,4,32,729,234,886,Focused
class_1,101,8,134,571,305,728,Focused
class_1,101,18,231,530,394,625,Focused
class_1,101,14,287,447,420,544,Focused
class_1,101,1,292,682,480,884,Focused
class_1,101,13,324,631,520,757,Focused
class_1,101,12,398,514,522,622,Focused
class_1,101,16,647,454,837,555,Focused
class_1,101,15,680,540,821,635,Focused
class_1,101,17,752,644,919,746,Distracted
class_1,101,0,794,754,986,929,Focused
class_1,101,10,857,536,972,650,Focused
class_1,101,3,947,594,1104,729,Distracted
class_1,101,2,1004,754,1189,925,Focused
class_1,101,9,1254,582,1417,786,Focused
class_1,101,6,1338,496,1488,619,Focused
class_1,101,11,1482,608,1687,742,Distracted
class_1,101,7,1475,758,1719,932,Focused
class_1,101,5,1707,761,1909,896,Distracted
class_1,102,4,32,729,234,886,Focused
class_1,102,8,134,571,305,728,Focused
class_1,102,18,231,530,394,625,Focused
class_1,102,14,287,447,420,544,Focused
class_1,102,1,292,682,480,884,Focused
class_1,102,13,324,631,520,757,Focused
class_1,102,12,398,514,522,622,Focused
class_1,102,16,647,454,837,555,Focused
class_1,102,15,680,540,821,635,Focused
class_1,102,17,752,644,919,746,Distracted
class_1,102,0,794,754,986,929,Focused
class_1,102,10,857,536,972,650,Focused
class_1,102,3,947,594,1104,729,Distracted
class_1,102,2,1004,754,1189,925,Focused
class_1,102,9,1254,582,1417,786,Focused
class_1,102,6,1338,496,1488,619,Focused
class_1,102,11,1482,608,1687,742,Distracted
class_1,102,7,1475,758,1719,932,Focused
class_1,102,5,1707,761,1909,896,Distracted
class_1,103,4,32,729,234,886,Focused
class_1,103,8,134,571,305,728,Focused
class_1,103,18,231,530,394,625,Focused
class_1,103,14,287,447,420,544,Focused
class_1,103,1,292,682,480,884,Focused
class_1,103,13,324,631,520,757,Focused
class_1,103,12,398,514,522,622,Focused
class_1,103,16,647,454,837,555,Focused
class_1,103,15,680,540,821,635,Focused
class_1,103,17,752,644,919,746,Distracted
class_1,103,0,794,754,986,929,Focused
class_1,103,10,857,536,972,650,Focused
class_1,103,3,947,594,1104,729,Distracted
class_1,103,2,1004,754,1189,925,Focused
class_1,103,9,1254,582,1417,786,Focused
class_1,103,6,1338,496,1488,619,Focused
class_1,103,11,1482,608,1687,742,Distracted
class_1,103,7,1475,758,1719,932,Focused
class_1,103,5,1707,761,1909,896,Distracted
class_1,104,4,32,729,234,886,Focused
class_1,104,8,134,571,305,728,Focused
class_1,104,18,231,530,394,625,Focused
class_1,104,14,287,447,420,544,Focused
class_1,104,1,292,682,480,884,Focused
class_1,104,13,324,631,520,757,Focused
class_1,104,12,398,514,522,622,Focused
class_1,104,16,647,454,837,555,Focused
class_1,104,15,680,540,821,635,Focused
class_1,104,17,752,644,919,746,Distracted
class_1,104,0,794,754,986,929,Focused
class_1,104,10,857,536,972,650,Focused
class_1,104,3,947,594,1104,729,Distracted
class_1,104,2,1004,754,1189,925,Focused
class_1,104,9,1254,582,1417,786,Focused
class_1,104,6,1338,496,1488,619,Focused
class_1,104,11,1482,608,1687,742,Distracted
class_1,104,7,1475,758,1719,932,Focused
class_1,104,5,1707,761,1909,896,Distracted
class_1,105,4,32,729,234,886,Focused
class_1,105,8,134,571,305,728,Focused
class_1,105,18,231,530,394,625,Focused
class_1,105,14,287,447,420,544,Focused
class_1,105,1,292,682,480,884,Focused
class_1,105,13,324,631,520,757,Focused
class_1,105,12,398,514,522,622,Focused
class_1,105,16,647,454,837,555,Focused
class_1,105,15,680,540,821,635,Focused
class_1,105,17,752,644,919,746,Distracted
class_1,105,0,794,754,986,929,Focused
class_1,105,10,857,536,972,650,Focused
class_1,105,3,947,594,1104,729,Distracted
class_1,105,2,1004,754,1189,925,Focused
class_1,105,9,1254,582,1417,786,Focused
class_1,105,6,1338,496,1488,619,Focused
class_1,105,11,1482,608,1687,742,Distracted
class_1,105,7,1475,758,1719,932,Focused
class_1,105,5,1707,761,1909,896,Distracted
class_1,106,4,32,729,234,886,Focused
class_1,106,8,134,571,305,728,Focused
class_1,106,18,231,530,394,625,Focused
class_1,106,14,287,447,420,544,Focused
class_1,106,1,292,682,480,884,Focused
class_1,106,13,324,631,520,757,Focused
class_1,106,12,398,514,522,622,Focused
class_1,106,16,647,454,837,555,Focused
class_1,106,15,680,540,821,635,Focused
class_1,106,17,752,644,919,746,Distracted
class_1,106,0,794,754,986,929,Focused
class_1,106,10,857,536,972,650,Focused
class_1,106,3,947,594,1104,729,Distracted
class_1,106,2,1004,754,1189,925,Focused
class_1,106,9,1254,582,1417,786,Focused
class_1,106,6,1338,496,1488,619,Focused
class_1,106,11,1482,608,1687,742,Distracted
class_1,106,7,1475,758,1719,932,Focused
class_1,106,5,1707,761,1909,896,Distracted
class_1,107,4,32,729,234,886,Focused
class_1,107,8,134,571,305,728,Focused
class_1,107,18,231,530,394,625,Focused
class_1,107,14,287,447,420,544,Focused
class_1,107,1,292,682,480,884,Focused
class_1,107,13,324,631,520,757,Focused
class_1,107,12,398,514,522,622,Focused
class_1,107,16,647,454,837,555,Focused
class_1,107,15,680,540,821,635,Focused
class_1,107,17,752,644,919,746,Distracted
class_1,107,0,794,754,986,929,Focused
class_1,107,10,857,536,972,650,Focused
class_1,107,3,947,594,1104,729,Distracted
class_1,107,2,1004,754,1189,925,Focused
class_1,107,9,1254,582,1417,786,Focused
class_1,107,6,1338,496,1488,619,Focused
class_1,107,11,1482,608,1687,742,Distracted
class_1,107,7,1475,758,1719,932,Focused
class_1,107,5,1707,761,1909,896,Distracted
class_1,108,4,32,729,234,886,Focused
class_1,108,8,134,571,305,728,Focused
class_1,108,18,231,530,394,625,Focused
class_1,108,14,287,447,420,544,Focused
class_1,108,1,292,682,480,884,Focused
class_1,108,13,324,631,520,757,Focused
class_1,108,12,398,514,522,622,Focused
class_1,108,16,647,454,837,555,Focused
class_1,108,15,680,540,821,635,Focused
class_1,108,17,752,644,919,746,Distracted
class_1,108,0,794,754,986,929,Focused
class_1,108,10,857,536,972,650,Focused
class_1,108,3,947,594,1104,729,Distracted
class_1,108,2,1004,754,1189,925,Focused
class_1,108,9,1254,582,1417,786,Focused
class_1,108,6,1338,496,1488,619,Focused
class_1,108,11,1482,608,1687,742,Distracted
class_1,108,7,1475,758,1719,932,Focused
class_1,108,5,1707,761,1909,896,Distracted
class_1,109,4,32,729,234,886,Focused
class_1,109,8,134,571,305,728,Focused
class_1,109,18,231,530,394,625,Focused
class_1,109,14,287,447,420,544,Focused
class_1,109,1,292,682,480,884,Focused
class_1,109,13,324,631,520,757,Focused
class_1,109,12,398,514,522,622,Focused
class_1,109,16,647,454,837,555,Focused
class_1,109,15,680,540,821,635,Focused
class_1,109,17,752,644,919,746,Distracted
class_1,109,0,794,754,986,929,Focused
class_1,109,10,857,536,972,650,Focused
class_1,109,3,947,594,1104,729,Distracted
class_1,109,2,1004,754,1189,925,Focused
class_1,109,9,1254,582,1417,786,Focused
class_1,109,6,1338,496,1488,619,Focused
class_1,109,11,1482,608,1687,742,Distracted
class_1,109,7,1475,758,1719,932,Focused
class_1,109,5,1707,761,1909,896,Distracted
class_1,110,4,32,729,234,886,Focused
class_1,110,8,134,571,305,728,Focused
class_1,110,18,231,530,394,625,Focused
class_1,110,14,287,447,420,544,Focused
class_1,110,1,292,682,480,884,Focused
class_1,110,13,324,631,520,757,Focused
class_1,110,12,398,514,522,622,Focused
class_1,110,16,647,454,837,555,Focused
class_1,110,15,680,540,821,635,Focused
class_1,110,17,752,644,919,746,Distracted
class_1,110,0,794,754,986,929,Focused
class_1,110,10,857,536,972,650,Focused
class_1,110,3,947,594,1104,729,Distracted
class_1,110,2,1004,754,1189,925,Focused
class_1,110,9,1254,582,1417,786,Focused
class_1,110,6,1338,496,1488,619,Focused
class_1,110,11,1482,608,1687,742,Distracted
class_1,110,7,1475,758,1719,932,Focused
class_1,110,5,1707,761,1909,896,Distracted
class_1,111,4,32,729,234,886,Focused
class_1,111,8,134,571,305,728,Focused
class_1,111,18,231,530,394,625,Focused
class_1,111,14,287,447,420,544,Focused
class_1,111,1,292,682,480,884,Focused
class_1,111,13,324,631,520,757,Focused
class_1,111,12,398,514,522,622,Focused
class_1,111,16,647,454,837,555,Focused
class_1,111,15,680,540,821,635,Focused
class_1,111,17,752,644,919,746,Distracted
class_1,111,0,794,754,986,929,Focused
class_1,111,10,857,536,972,650,Focused
class_1,111,3,947,594,1104,729,Distracted
class_1,111,2,1004,754,1189,925,Focused
class_1,111,9,1254,582,1417,786,Focused
class_1,111,6,1338,496,1488,619,Focused
class_1,111,11,1482,608,1687,742,Distracted
class_1,111,7,1475,758,1719,932,Focused
class_1,111,5,1707,761,1909,896,Distracted
class_1,112,4,32,729,234,886,Focused
class_1,112,8,134,571,305,728,Focused
class_1,112,18,231,530,394,625,Focused
class_1,112,14,287,447,420,544,Focused
class_1,112,1,292,682,480,884,Focused
class_1,112,13,324,631,520,757,Focused
class_1,112,12,398,514,522,622,Focused
class_1,112,16,647,454,837,555,Focused
class_1,112,15,680,540,821,635,Focused
class_1,112,17,752,644,919,746,Distracted
class_1,112,0,794,754,986,929,Focused
class_1,112,10,857,536,972,650,Focused
class_1,112,3,947,594,1104,729,Distracted
class_1,112,2,1004,754,1189,925,Focused
class_1,112,9,1254,582,1417,786,Focused
class_1,112,6,1338,496,1488,619,Focused
class_1,112,11,1482,608,1687,742,Distracted
class_1,112,7,1475,758,1719,932,Focused
class_1,112,5,1707,761,1909,896,Distracted
class_1,113,4,32,729,234,886,Focused
class_1,113,8,134,571,305,728,Focused
class_1,113,18,231,530,394,625,Focused
class_1,113,14,287,447,420,544,Focused
class_1,113,1,292,682,480,884,Focused
class_1,113,13,324,631,520,757,Focused
class_1,113,12,398,514,522,622,Focused
class_1,113,16,647,454,837,555,Focused
class_1,113,15,680,540,821,635,Focused
class_1,113,17,752,644,919,746,Distracted
class_1,113,0,794,754,986,929,Focused
class_1,113,10,857,536,972,650,Focused
class_1,113,3,947,594,1104,729,Distracted
class_1,113,2,1004,754,1189,925,Focused
class_1,113,9,1254,582,1417,786,Focused
class_1,113,6,1338,496,1488,619,Focused
class_1,113,11,1482,608,1687,742,Distracted
class_1,113,7,1475,758,1719,932,Focused
class_1,113,5,1707,761,1909,896,Distracted
class_1,114,4,32,729,234,886,Focused
class_1,114,8,134,571,305,728,Focused
class_1,114,18,231,530,394,625,Focused
class_1,114,14,287,447,420,544,Focused
class_1,114,1,292,682,480,884,Focused
class_1,114,13,324,631,520,757,Focused
class_1,114,12,398,514,522,622,Focused
class_1,114,16,647,454,837,555,Focused
class_1,114,15,680,540,821,635,Focused
class_1,114,17,752,644,919,746,Distracted
class_1,114,0,794,754,986,929,Focused
class_1,114,10,857,536,972,650,Focused
class_1,114,3,947,594,1104,729,Distracted
class_1,114,2,1004,754,1189,925,Focused
class_1,114,9,1254,582,1417,786,Focused
class_1,114,6,1338,496,1488,619,Focused
class_1,114,11,1482,608,1687,742,Distracted
class_1,114,7,1475,758,1719,932,Focused
class_1,114,5,1707,761,1909,896,Distracted
class_1,115,4,32,729,234,886,Focused
class_1,115,8,134,571,305,728,Focused
class_1,115,18,231,530,394,625,Focused
class_1,115,14,287,447,420,544,Focused
class_1,115,1,292,682,480,884,Focused
class_1,115,13,324,631,520,757,Focused
class_1,115,12,398,514,522,622,Focused
class_1,115,16,647,454,837,555,Focused
class_1,115,15,680,540,821,635,Focused
class_1,115,17,752,644,919,746,Distracted
class_1,115,0,794,754,986,929,Focused
class_1,115,10,857,536,972,650,Focused
class_1,115,3,947,594,1104,729,Distracted
class_1,115,2,1004,754,1189,925,Focused
class_1,115,9,1254,582,1417,786,Focused
class_1,115,6,1338,496,1488,619,Focused
class_1,115,11,1482,608,1687,742,Distracted
class_1,115,7,1475,758,1719,932,Focused
class_1,115,5,1707,761,1909,896,Distracted
class_1,116,4,32,729,234,886,Focused
class_1,116,8,134,571,305,728,Focused
class_1,116,18,231,530,394,625,Focused
class_1,116,14,287,447,420,544,Focused
class_1,116,1,292,682,480,884,Focused
class_1,116,13,324,631,520,757,Focused
class_1,116,12,398,514,522,622,Focused
class_1,116,16,647,454,837,555,Focused
class_1,116,15,680,540,821,635,Focused
class_1,116,17,752,644,919,746,Distracted
class_1,116,0,794,754,986,929,Focused
class_1,116,10,857,536,972,650,Focused
class_1,116,3,947,594,1104,729,Distracted
class_1,116,2,1004,754,1189,925,Focused
class_1,116,9,1254,582,1417,786,Focused
class_1,116,6,1338,496,1488,619,Focused
class_1,116,11,1482,608,1687,742,Distracted
class_1,116,7,1475,758,1719,932,Focused
class_1,116,5,1707,761,1909,896,Distracted
class_1,117,4,32,729,234,886,Focused
class_1,117,8,134,571,305,728,Focused
class_1,117,18,231,530,394,625,Focused
class_1,117,14,287,447,420,544,Focused
class_1,117,1,292,682,480,884,Focused
class_1,117,13,324,631,520,757,Focused
class_1,117,12,398,514,522,622,Focused
class_1,117,16,647,454,837,555,Focused
class_1,117,15,680,540,821,635,Focused
class_1,117,17,752,644,919,746,Distracted
class_1,117,0,794,754,986,929,Focused
class_1,117,10,857,536,972,650,Focused
class_1,117,3,947,594,1104,729,Distracted
class_1,117,2,1004,754,1189,925,Focused
class_1,117,9,1254,582,1417,786,Focused
class_1,117,6,1338,496,1488,619,Focused
class_1,117,11,1482,608,1687,742,Distracted
class_1,117,7,1475,758,1719,932,Focused
class_1,117,5,1707,761,1909,896,Distracted
class_1,118,4,32,729,234,886,Focused
class_1,118,8,134,571,305,728,Focused
class_1,118,18,231,530,394,625,Focused
class_1,118,14,287,447,420,544,Focused
class_1,118,1,292,682,480,884,Focused
class_1,118,13,324,631,520,757,Focused
class_1,118,12,398,514,522,622,Focused
class_1,118,16,647,454,837,555,Focused
class_1,118,15,680,540,821,635,Focused
class_1,118,17,752,644,919,746,Distracted
class_1,118,0,794,754,986,929,Focused
class_1,118,10,857,536,972,650,Focused
class_1,118,3,947,594,1104,729,Distracted
class_1,118,2,1004,754,1189,925,Focused
class_1,118,9,1254,582,1417,786,Focused
class_1,118,6,1338,496,1488,619,Focused
class_1,118,11,1482,608,1687,742,Distracted
class_1,118,7,1475,758,1719,932,Focused
class_1,118,5,1707,761,1909,896,Distracted
class_1,119,4,32,729,234,886,Focused
class_1,119,8,134,571,305,728,Focused
class_1,119,18,231,530,394,625,Focused
class_1,119,14,287,447,420,544,Focused
class_1,119,1,292,682,480,884,Focused
class_1,119,13,324,631,520,757,Focused
class_1,119,12,398,514,522,622,Focused
class_1,119,16,647,454,837,555,Focused
class_1,119,15,680,540,821,635,Focused
class_1,119,17,752,644,919,746,Distracted
class_1,119,0,794,754,986,929,Focused
class_1,119,10,857,536,972,650,Focused
class_1,119,3,947,594,1104,729,Distracted
class_1,119,2,1004,754,1189,925,Focused
class_1,119,9,1254,582,1417,786,Focused
class_1,119,6,1338,496,1488,619,Focused
class_1,119,11,1482,608,1687,742,Distracted
class_1,119,7,1475,758,1719,932,Focused
class_1,119,5,1707,761,1909,896,Distracted
class_1,121,4,32,729,234,886,Focused
class_1,121,8,134,571,305,728,Focused
class_1,121,18,231,530,394,625,Distracted
class_1,121,14,287,447,420,544,Distracted
class_1,121,1,292,682,480,884,Focused
class_1,121,13,324,631,520,757,Focused
class_1,121,12,398,514,522,622,Focused
class_1,121,16,647,454,837,555,Focused
class_1,121,15,680,540,821,635,Focused
class_1,121,17,752,644,919,746,Distracted
class_1,121,0,794,754,986,929,Focused
class_1,121,10,857,536,972,650,Focused
class_1,121,3,947,594,1104,729,Focused
class_1,121,2,1004,754,1189,925,Focused
class_1,121,9,1254,582,1417,786,Focused
class_1,121,6,1338,496,1488,619,Focused
class_1,121,11,1482,608,1687,742,Distracted
class_1,121,7,1475,758,1719,932,Focused
class_1,121,5,1707,761,1909,896,Distracted
class_1,122,4,32,729,234,886,Focused
class_1,122,8,134,571,305,728,Focused
class_1,122,18,231,530,394,625,Distracted
class_1,122,14,287,447,420,544,Distracted
class_1,122,1,292,682,480,884,Focused
class_1,122,13,324,631,520,757,Focused
class_1,122,12,398,514,522,622,Focused
class_1,122,16,647,454,837,555,Focused
class_1,122,15,680,540,821,635,Focused
class_1,122,17,752,644,919,746,Distracted
class_1,122,0,794,754,986,929,Focused
class_1,122,10,857,536,972,650,Focused
class_1,122,3,947,594,1104,729,Focused
class_1,122,2,1004,754,1189,925,Focused
class_1,122,9,1254,582,1417,786,Focused
class_1,122,6,1338,496,1488,619,Focused
class_1,122,11,1482,608,1687,742,Distracted
class_1,122,7,1475,758,1719,932,Focused
class_1,122,5,1707,761,1909,896,Distracted
class_1,123,4,32,729,234,886,Focused
class_1,123,8,134,571,305,728,Focused
class_1,123,18,231,530,394,625,Distracted
class_1,123,14,287,447,420,544,Distracted
class_1,123,1,292,682,480,884,Focused
class_1,123,13,324,631,520,757,Focused
class_1,123,12,398,514,522,622,Focused
class_1,123,16,647,454,837,555,Focused
class_1,123,15,680,540,821,635,Focused
class_1,123,17,752,644,919,746,Distracted
class_1,123,0,794,754,986,929,Focused
class_1,123,10,857,536,972,650,Focused
class_1,123,3,947,594,1104,729,Focused
class_1,123,2,1004,754,1189,925,Focused
class_1,123,9,1254,582,1417,786,Focused
class_1,123,6,1338,496,1488,619,Focused
class_1,123,11,1482,608,1687,742,Distracted
